Nombre de la Lista,Lista de Precios Base,,,
Moneda,Peso Chileno,,,
,,,,
Tipo de producto,Código Barras,SKU,Variante,Precio Venta
DESPENSA,7804656220002,AD100002,AJI DE COLOR PAPRIKA FARO 100G,"2.590,00"
DESPENSA,7802351234607,AD244607,AJI DON JUAN CREMA 240G,"1.490,00"
DESPENSA,7708872000014,AJ290014,AJI JALAPEÑO EN RODAJAS 290G,"3.590,00"
DESPENSA,7802351241018,AP241018,AJI PEBRE DON JUAN 240G,"1.490,00"
DESPENSA,7802640720637,AJPEJB240637,AJI PEBRE JB 240G,"1.890,00"
DESPENSA,7802337930233,AP240233,AJI PEBRE TRAVERSO 240G,"1.190,00"
DESPENSA,7802337920333,AT100333,AJI TRAVERSO EN CREMA 100GR,990
DESPENSA,7804652980023,AV400023,AJI VERDE BY MARIA 400G,"6.590,00"
DESPENSA,567890,AB187890,AJO BOCUS CONFITADO 180GR,"6.500,00"
CONGELADOS,7801300003684,AC100684,AJO CUBO FRUTOS DEL MAIPO 100G,990
DESPENSA,7802410003700,AE153700,AJO EN HOJUELAS GOURMET 15G,790
DESPENSA,7802420004605,AE154605,AJO EN POLVO EDRA 15GR,390
DESPENSA,7802410205203,AE305203,AJO EN POLVO FRASCO GOURMET 30G,"1.990,00"
DESPENSA,7802410004011,AE104011,AJO EN POLVO GOURMET 100G,"1.990,00"
DESPENSA,7802410053514,AE153514,AJO EN POLVO GOURMET 15G,290
CANDYLAND,634418524621,AL12FLMIGUWOBA104621,ALBANESE 12 FLAVOR MINI GUMMI WORMS BAG 100G,"2.490,00"
CANDYLAND,634418524553,ALSO12FLGUBEBA104553,ALBANESE SOUR 12 FLAVOR GUMMI BEARS BAG 100G,"2.490,00"
DESPENSA,7802410070801,AG110801,ALCAPARRAS GOURMET 110G,"2.990,00"
DESPENSA,4000071664480,AL994480,ALCAPARRAS LIDER 99GR,"2.790,00"
FARMACIA,7804930015393,ALEQ257804,ALCOHOL EQUATE 70° 250ML,"2.390,00"
BEBES,7804945011441,AG751441,ALCOHOL GEL SIMONDS 75ML,"1.390,00"
PASTELERIA,77634636246938,A16938,ALFAJOR 1U,"1.600,00"
DULCES Y CHOCOLATE,7804684080012,AA600012,ALFAJOR ALESSANDRINO GOLD BERRIES 60GR,"1.790,00"
DULCES Y CHOCOLATE,7804684080005,AA600005,ALFAJOR ALESSANDRINO GOLD CLASICO 60GR,"1.790,00"
DULCES Y CHOCOLATE,7804684080029,AA600029,ALFAJOR ALESSANDRINO GOLD MANJAR MANI 60GR,"1.790,00"
DULCES Y CHOCOLATE,7804684080050,AA600050,ALFAJOR ALESSANDRINO GOLD MANJAR MOKA 60GR,"1.790,00"
DULCES Y CHOCOLATE,7804684080067,AA630067,ALFAJOR ALESSANDRINO GOLD MANJAR NARANJA 60GR,"1.790,00"
PASTELERIA,78046840880067,AA600067,ALFAJOR ALESSANDRINO GOLD MANJAR NARANJA 60GR,"1.690,00"
DULCES Y CHOCOLATES,7803473612229,AA402229,ALFAJOR ALFI 40G,490
DULCES Y CHOCOLATES,7803473002020,AA602020,ALFAJOR ALFI 60G,690
DULCES Y CHOCOLATES,6872245423128,AA2318,ALFAJOR ARTESANAL URUGUAYO,"1.690,00"
DULCES Y CHOCOLATE,7790040430433,AB40G0433,ALFAJOR BON O BON CHOCOLATE 40.7G,890
DULCES Y CHOCOLATES,7790040613706,AB403706,ALFAJOR BON O BON CHOCOLATE 40G,890
DULCES Y CHOCOLATES,7790040613607,AB403607,ALFAJOR BON O BON CHOCOLATE BLANCO 40G,890
DULCES Y CHOCOLATES,7790040425446,AB60G5446,ALFAJOR BON O BON TRIPLE 60G,"1.190,00"
PASTELERIA,7803495002206,AM2U2206,ALFAJOR CON MANJAR PULMAHUE 2 UNIDADES,"2.790,00"
PASTELERIA,7803495004859,AM5U4859,ALFAJOR DE MAICENA PULMAHUE 5 UNIDADES,"3.290,00"
DULCES Y CHOCOLATES,7802245000813,AF400813,ALFAJOR FRAMBUESA BLANCO 40GR,"1.890,00"
PASTELERIA,7803400000105,AL450105,ALFAJOR LAGOS DEL SUR CLASICO 45GR,890
DULCES Y CHOCOLATES,7803403000737,AL700737,ALFAJOR LAGUITO 2U 70G,990
DULCES Y CHOCOLATES,7802245000790,AM500790,ALFAJOR MANJAR BITTER 50GR,"1.890,00"
DULCES Y CHOCOLATES,7802245000875,AM450875,ALFAJOR MANJAR BITTER SIN AZUCAR 45GR,"2.190,00"
DULCES Y CHOCOLATE,7802245001162,AM451162,ALFAJOR MANJAR LECHE 45GR,"2.190,00"
DULCES Y CHOCOLATES,7802245001476,AM451476,ALFAJOR MANJAR LECHE SIN AZUCAR 45GR,"2.190,00"
PASTELERIA,78045248,AN455248,ALFAJOR NUTRABBIEN FRAMBUESA 45GR,790
PASTELERIA,78040588,AN450588,ALFAJOR NUTRABIEN 45GR,790
DULCES Y CHOCOLATES,7802220776474,ALPR6064740,ALFAJOR PREMIUM CALAF 60G,890
DULCES Y CHOCOLATES,7622300759506,AS429506,ALFAJOR SIMPLE MILKA MOUSSE 42G,"1.190,00"
HIGIENE Y CUIDADO PERSONAL,7806545010121,AH100121,ALGODON HIDROFILO AMERICANO 100G,"2.490,00"
FARMACIA,7804945073777,AP103777,ALGODÓN PRENSADO 100G,"2.290,00"
FARMACIA,7806545010213,AP500213,ALGODÓN PRENSADO 50G,790
FARMACIA,7806545010138,AP250138,ALGODON PRENSADO GRANDE AMERICANO 250G,"4.590,00"
FERRETERIA,7804628247532,AP1U7532,ALICATE PUNTA LARGA HT 1U,"2.190,00"
MASCOTAS,855958006556,AC566556,ALIMENTO CHURU ATUN 56G,"3.890,00"
MASCOTAS,855958006563,AC566563,ALIMENTO CHURU ATUN Y POLLO  56G,"3.890,00"
MASCOTAS,855958006662,AC566662,ALIMENTO CHURU ATUN Y SALMON  56G,"3.890,00"
MASCOTAS,850006715411,AC565411,ALIMENTO CHURU POLLO Y SALMON  56G,"4.090,00"
MASCOTAS,850006715398,AC565398,ALIMENTO CHURU POLLO  56G,"4.090,00"
MASCOTAS,7797453001526,AD151526,"ALIMENTO DE PERRO PEDIGREE ADULTO 1,5KG","10.690,00"
MASCOTAS,7797453001540,AD11540,ALIMENTO DE PERRO PEDIGREE ADULTO 1.5KG,"10.690,00"
MASCOTAS,7797453001502,AD11502,ALIMENTO DE PERRO PEDIGREE CACHORRO 1.5KG,"10.690,00"
MASCOTAS,7797453001564,AD11564,ALIMENTO DE PERRO PEDIGREE RAZAS PEQUEÑAS 1.5KG,"10.690,00"
MASCOTAS,7802575531728,AH101728,ALIMENTO HUEMDO MASTER DOG POLLO 100GR,890
MASCOTAS,7896029022245,AH1002245,ALIMENTO HUMEDO CARNE ADULTO RAZA PEQUEÑA 100G,"1.090,00"
MASCOTAS,7797453001472,AH851472,ALIMENTO HUMEDO GATITO WHISKAS CARNE SOUFFLE 85G,"1.190,00"
MASCOTAS,7896029046173,AH856173,ALIMENTO HUMEDO GATITO WHISKAS POLLO SOUFFLE 85G,"1.190,00"
MASCOTAS,7797453001489,AH851489,ALIMENTO HUMEDO GATO ADULTO WHISKAS CARNE SOUFFLE 85G,"1.190,00"
MASCOTAS,7896029046296,AH856296,ALIMENTO HUMEDO GATO ADULTO WHISKAS SALMON 85G,"1.190,00"
MASCOTAS,7896029046623,AH856623,ALIMENTO HUMEDO GATO CASTRADO CARNE 85G,"1.190,00"
MASCOTAS,7802575531742,AH851742,ALIMENTO HUMEDO GATO MASTER CAT SALMON 85G,890
MASCOTAS,7797453000437,AH850437,ALIMENTO HUMEDO GATO PAVO 85G,"1.190,00"
MASCOTAS,7797453001496,AH851496,ALIMENTO HUMEDO GATO WHISKAS 1+ PESCADO 85G,"1.190,00"
MASCOTAS,7797453000550,AH850550,ALIMENTO HUMEDO GATO WHISKAS 1+ POLLO 85G,"1.090,00"
MASCOTAS,7797453000413,AH850413,ALIMENTO HUMEDO GATO WHISKAS 1+ SALMON 85G,"1.090,00"
MASCOTAS,7797453000543,AH850543,ALIMENTO HUMEDO GATO WHISKAS 1+ SARDINAS 85G,"1.090,00"
MASCOTAS,7797453000406,AH850406,ALIMENTO HUMEDO GATO WHISKAS 2-12 CARNE 85G,"1.090,00"
MASCOTAS,7802575531759,AH101759,ALIMENTO HUMEDO MASTER CAT CARNE 100GR,890
MASCOTAS,7802575531735,AH851735,ALIMENTO HUMEDO MASTER CAT CARNE ASADA 85GR,890
MASCOTAS,7802575534118,AH854118,ALIMENTO HUMEDO MASTER CAT DE ATUN 85GR,890
MASCOTAS,7802575532640,AH852640,ALIMENTO HUMEDO MASTER CAT TROCITOS JUGOSOS 85GR,890
MASCOTAS,7896029018958,AH100G8958,ALIMENTO HUMEDO PERRO ADLUTO SABOR CARNE 100G,"1.090,00"
MASCOTAS,7797453000796,AH100796,ALIMENTO HUMEDO PERRO ADULTO PEDIGREE CARNE 100G,"1.090,00"
MASCOTAS,7797453000802,AH100802,ALIMENTO HUMEDO PERRO ADULTO PEDIGREE POLLO 100G,"1.090,00"
MASCOTAS,7896029019009,ALHUPEADSAFR109009,ALIMENTO HUMEDO PERRO ADULTO SABOR FRANGO 100G,"1.090,00"
MASCOTAS,7896029022269,ALHUPEADSAPO102269,ALIMENTO HUMEDO PERRO ADULTO SABOR POLLO 100G,"1.090,00"
MASCOTAS,7797453000468,AH100468,ALIMENTO HUMEDO PERRO CACHORRO PEDIGREE CARNE 100G,"1.090,00"
MASCOTAS,7896029015001,ALHUPECASACA105001,ALIMENTO HUMEDO PERRO CACHORRO SABOR CARNE 100G,"1.090,00"
MASCOTAS,7797453000475,AH100475,ALIMENTO HUMEDO PERRO RAZA PEQUEÑA PEDIGREE CARNE 100G,"1.090,00"
MASCOTAS,7797453000482,AH100482,ALIMENTO HUMEDO PERRO RAZA PEQUEÑA PEDIGREE POLLO 100G,"1.090,00"
MASCOTAS,7797453971768,AH101768,ALIMENTO HUMEDO PERRO SENIOR PEDIGREE CARNE 100G,"1.090,00"
MASCOTAS,7896029046616,AH856616,ALIMENTO HUMEDO WHISKAS CARNE JELLY 85GR,890
MASCOTAS,7797453000420,AH8504020,ALIMENTO HUMEDO WHISKAS SABOR CARNE 85GR,"1.090,00"
MASCOTAS,7797453972352,AP3K2352,ALIMENTO PARA GATOS WHISKAS SABOR CARNE 3K,"16.490,00"
DESPENSA,7802420004636,AC154636,ALIÑO COMPLETO 15GR,390
DESPENSA,7802410021384,AC151384,ALIÑO COMPLETO GOURMET 15G,390
DESPENSA,7802410101260,AC100,ALIÑO COMPLETO GOURMET 100GR,"2.390,00"
DULCES Y CHOCOLATES,77967602,AL2CE287602,ALKA 2 CEREZA 28G,790
DULCES Y CHOCOLATES,77989086,AL2MA289086,ALKA 2 MANZANA 28G,790
DULCES Y CHOCOLATE,77983428,AL2ME283428,ALKA 2 MENTOL 28G,790
DULCES Y CHOCOLATES,77967763,AL2NA287763,ALKA 2 NARANJA 28G,790
DULCES Y CHOCOLATES,78020146,AC290146,ALKA CEREZA 29G,790
DULCES Y CHOCOLATES,78021365,AM291365,ALKA MENTA 29G,790
DULCES Y CHOCOLATES,78012554,ALMEFU292554,ALKA MENTA FUERTE 29G,790
DULCES Y CHOCOLATES,78012547,AM292547,ALKA MENTOL 29G,790
DULCES Y CHOCOLATES,78020153,AM290153,ALKA MIEL 29G,790
SNACKS,096619605781,ALKI455781,ALMENDRA KIRKLAND 45G,"1.990,00"
DESPENSA,7804522004569,AN304569,ALMENDRA NATURAL 300G,"6.890,00"
DESPENSA,7804627170268,AS800268,ALMENDRAS SELECCION 80G,"1.690,00"
SNACKS,7804612220190,AS500190,ALMENDRAS SEMBRASOL 50G,"1.990,00"
SNACKS,7804612221494,AS601494,ALMENDRAS SEMBRASOL 60G,"2.190,00"
DESPENSA,7891150090279,AD1000279,ALMIDON DE MAIZ MAIZENA 100GR,"2.590,00"
DESPENSA,7801505004097,AI904097,ALULOSA IANSA CERO K 90ML,"2.590,00"
BOTILLERIA,7802150000458,AM750458,AMARETTO MITJANS 750CC,"8.390,00"
DESPENSA,75496001008,AA101008,AMARGO ANGOSTURA 100ML,"17.390,00"
DESPENSA,7802150003367,AR163367,AMARGO ROSSARD 165ML,"13.190,00"
BOTILLERIA,7790290101602,AF751602,AMARO FERNET BRANCA 750CC,"14.290,00"
SNACKS,7802351421205,AE361205,AMERICANA EN VINAGRE 360G,"1.390,00"
FERRETERIA,8888021307931,AE107931,AMPOLLETA EVEREADY LED LUZ BLANCA 220V-240V 10W,"2.490,00"
FERRETERIA,8888021307894,AE67894,AMPOLLETA EVEREADY LED LUZ BLANCA 220V-240V 6W,"1.490,00"
FERRETERIA,8888021307917,AE87917,AMPOLLETA EVEREADY LED LUZ BLANCA 220V-240V 8W,"2.190,00"
FERRETERIA,3000721651052,AL1U1052,AMPOLLETA LED BOLA 15W WESTINGHOUSE 1U,"5.890,00"
FERRETERIA,7807332030384,AL7W1U0384,AMPOLLETA LED BOLA LUZ BLANCA 7W 1U,"3.990,00"
FERRETERIA,3000721651045,AL15W1045,AMPOLLETA LED BOLA LUZ CALIDA 15W 1U,"5.890,00"
FERRETERIA,3000721650987,AL7W1U0987,AMPOLLETA LED BOLA LUZ CALIDA 7W 1U,"3.990,00"
FERRETERIA,7807332026424,AL3W1U6424,AMPOLLETA LED GU10 LUZ FRIA 3W 1U,"2.990,00"
FERRETERIA,7807332028152,AL3W1U8152,AMPOLLETA LED LUZ CALIDA GU10 3W 1U,"2.990,00"
FERRETERIA,7804660913419,AL7W3419,AMPOLLETA LED MEGABRIGHT 7W,"1.990,00"
FERRETERIA,7807332027407,AL7W7407,AMPOLLETA LED WESTINGHOUSE CALIDA 7W,"2.590,00"
FERRETERIA,7807332027384,AL7W7384,AMPOLLETA LED WESTINGHOUSE FRIA 7W,"2.590,00"
DESPENSA,7801268002064,AD162064,ANGELMO DESMENUZADO ACEITE 160G,990
DESPENSA,7801268002057,AD162057,ANGELMO DESMENUZADO AGUA 160G,990
HIGIENE Y CUIDADO PERSONAL,7791293048031,AD158031,ANTITRANSPIRANTE DOVE MEN INVISIBLE DRY 150ML,"4.890,00"
HIGIENE Y CUIDADO PERSONAL,7509546066219,AE206219,ANTITRANSPIRANTE EN BARRA LADYSPEEDSTICK 20G,"2.490,00"
HIGIENE Y CUIDADO PERSONAL,7509546066226,AE206226,ANTITRANSPIRANTE EN BARRA SPEEDSTICK 20G,"2.490,00"
HIGIENE Y CUIDADO PERSONAL,7791293038254,AR558254,ANTITRANSPIRANTE REXONA 3X CLASSIC 55ML,"2.290,00"
HIGIENE Y CUIDADO PERSONAL,7791293038261,AR558261,ANTITRANSPIRANTE REXONA MEN 3X CLEAN 55ML,"2.290,00"
BOTILLERIA,7891136057029,AS757029,APEROL SPRITZ 750CC,"13.790,00"
HIGIENE Y CUIDADO PERSONAL,7794626011252,AD201252,APOSITOS DESECHABLES PLENITUD 20U,"4.990,00"
DESPENSA,7801305004129,AA384129,ARANDANOS AL JUGO TETRA WASIL 380G,"3.090,00"
CONGELADOS,7801300003691,ARFR403691,ARANDANOS FRUTOS DEL MAIPO 400G,"4.590,00"
MASCOTAS,7805505011697,AS4K1697,ARENA SANITARIA AGLUTINANTE PARA GATOS TRAPPER 4KG,"10.890,00"
LIMPIEZA,7500435237215,AE707215,ARIEL EN POLVO DOWNY 700G,"3.190,00"
BEBIDAS,613008773069,AB653069,ARIZONA BLUEBERRY WHITE 650ML,"2.790,00"
BEBIDAS,613008735012,AC685012,ARIZONA CEREZA Y LIMA 680ML,"2.790,00"
BEBIDAS,613008756499,AD686499,ARIZONA DE TE CON LIMON 680ML,"2.790,00"
JUGOS,613008756512,AD656512,ARIZONA DIET GREEN TEA GINSENG 650ML,"2.790,00"
BEBIDAS,613008719296,AG689296,ARIZONA GRAPEADE 680ML,"2.790,00"
JUGOS,613008728571,AI688571,ARIZONA ICE TEA LEMONADE 680ML,"2.790,00"
BEBIDAS,613008756505,AJ656505,ARIZONA JARIZONA ICED TEA RASBERRY 650ML,"2.790,00"
BEBIDAS,613008715625,AJ655625,ARIZONA JUGO DE NARANJA 650ML,"2.790,00"
BEBIDAS,613008769161,AK6509161,ARIZONA KIWI STRAWBERRY 650ML,"2.790,00"
BEBIDAS,613008735432,AK685432,ARIZONA KIWI STRAWBERRY 680ML,"2.790,00"
JUGOS,613008773014,AM653014,ARIZONA MANGO DRAGON FRUIT 650ML,"2.790,00"
BEBIDAS,613008756482,AM686482,ARIZONA MUCHO MANGO 680ML,"2.790,00"
BEBIDAS,613008767372,ACZ687372,ARIZONA WATERMELON 650ML CHILL ZICLE,"2.790,00"
BEBIDAS,613008756475,AFP686475,ARIZONA WATERMELON 650ML FRUIT PUNCH,"2.790,00"
BEBIDAS,613008756451,AW686451,ARIZONA WATERMELON 650ML WATERMELON,"2.790,00"
LIMPIEZA,7805040000552,AA220552,AROMATIZANTE AROM FRUTILLA CREMA 225G,"2.190,00"
LIMPIEZA,7805040000576,AA220576,AROMATIZANTE AROM JARDIN DE LAVANDA 225G,"2.190,00"
LIMPIEZA,7805040000620,AA220620,AROMATIZANTE AROM VAINILLA EN FLOR 225G,"2.190,00"
SNACKS,7803520003031,ARDECECASIGL103031,AROS DE CEBOLLA ECOVIDA CARAMELIZADA SIN GLUTREN 100G,"3.090,00"
QUESOS Y FIAMBRES,73853051084964,ARAR25,ARROLLADO ARTESANAL 250G,"3.490,00"
CARNICERIA,73784155905792,ARHU1U,ARROLLADO HUASO AL VACIO TRES TORRES 7990KG,1
QUESOS Y FIAMBRES,7801907001748,AL151748,ARROLLADO LOMO CON AJI SAN JORGE 150G,"1.790,00"
DESPENSA,7803110000365,AB1K0365,ARROZ BANQUETE GRANO LARGO 1K,"2.390,00"
DESPENSA,7803110102236,AB1K2236,ARROZ BANQUETE PREMIUM G2 1K,"2.690,00"
DESPENSA,7801420000044,AE400044,ARROZ ESPECIAL TUCAPEL GRADO 1 PARA SUSHI 400GR,"3.190,00"
DESPENSA,7802615006551,AM1K6551,ARROZ MIRAFLORES LARGO ANCHO 1K,"3.590,00"
DESPENSA,7800120716644,AM506644,ARROZ MIRAFLORES LARGO ANCHO 500G,"1.690,00"
DESPENSA,7800120716897,AM806897,ARROZ MIRAFLORES LARGO ANCHO GRADO 1 800G,"2.090,00"
DESPENSA,7802615006568,AP1K6568,ARROZ PREGRANEADO MIRAFLORES 1K,"3.590,00"
DESPENSA,7801420001553,ARRI1K1553,ARROZ RISOTTO TUCAPEL 1KG,"5.790,00"
DESPENSA,7801420210139,AT1K0139,ARROZ TUCAPEL BLUE BONNET 1K,"2.490,00"
DESPENSA,7801420001850,ARTUBLBOGR21850,ARROZ TUCAPEL BLUE BONNET GRADO 2,"2.390,00"
DESPENSA,7801420220138,AT1K0138,ARROZ TUCAPEL GRAN SELECCION 1K,"2.690,00"
DESPENSA,7801420220145,AT500145,ARROZ TUCAPEL GRAN SELECCION G2 500G,"1.690,00"
DESPENSA,7801420950189,AT10189,ARROZ TUCAPEL PAELLA GRANO CORTO 1KG,"4.290,00"
DESPENSA,7801420001973,AT4001973,ARROZ TUCAPEL RISOTTO ITALIANO 400GR,"2.690,00"
CONGELADOS,7801907027083,ARCO207083,ARVEJAS CONGELADAS SAN JORGE 200G,"1.090,00"
DESPENSA,7801800107158,AE230158,ARVEJAS EN SALMUERA ACONCAGUA 230G,"1.290,00"
CONGELADOS,7801300012068,ARFR202068,ARVEJAS FRUTOS DEL MAIPO 200G,"1.090,00"
CONGELADOS,7801220311111,AM201111,ARVEJAS MINUTO VERDE 200G,990
CONGELADOS,7809611701282,AT40,ARVEJAS TIERNAS LA CRIANZA 400G,"2.790,00"
DESPENSA,7804621471187,AL1401187,ATUN LOMITO ROBINSON CRUSOE AL AGUA 140GR,"2.590,00"
DESPENSA,7804621472252,AL142252,ATUN LOMITO ROBINSON CRUSOE AL AGUA 140GR,"2.590,00"
DESPENSA,7804621471194,AL1401194,ATUN LOMITO ROBINSON CRUSOE CON ACEITE 140GR,"2.590,00"
DESPENSA,7801230004409,AO164409,ATUN OTUNA EN ACEITE 160G,"2.290,00"
DESPENSA,7801230004416,AO164416,ATUN OTUNA EN AGUA 160G,"2.290,00"
DESPENSA,7804621471781,AR141781,ATUN ROBINSON CRUSOE LOMITO AHUMADO 140GR,"2.590,00"
DESPENSA,7801235004534,AS144534,ATUN SAN JOSE AL NATURAL 140GR,"1.890,00"
DESPENSA,7801235001878,AS1601878,ATUN SAN JOSE AL NATURAL 160GR,"2.190,00"
DESPENSA,7801235001885,AS1601885,ATUN SAN JOSE EN ACEITE 160GR,"2.190,00"
DESPENSA,7702367012889,AV1422889,ATUN VAN CAMPS EN ACEITE 142GR,"2.490,00"
DESPENSA,7702367293356,AV1423356,ATUN VAN CAMPS EN AGUA142GR,"2.490,00"
FARMACIA,7800004003068,AB90G3068,AUTOBRONCEANTE BRONZER LEBLON 90G,"8.090,00"
DESPENSA,7803960000362,AI500362,AVENA INSTANTANEA OSO 500G,"1.090,00"
DESPENSA,7802000017865,AI407865,AVENA INSTANTANEA QUAKER INTEGRAL 400G,"2.690,00"
DESPENSA,7802000014949,AI454949,AVENA INSTANTANEA QUAKER INTEGRAL 450G,"3.090,00"
DESPENSA,7800120170248,AVIN400248,AVENA INSTANTANEA VIVO 400G,"2.090,00"
DESPENSA,7800120170170,AI700170,AVENA INSTANTANEA VIVO 700G,"2.990,00"
DESPENSA,7801505231912,AB1K1912,AZUCAR BLANCA IANSA 1K,"2.090,00"
DESPENSA,7801505001232,AF1K1232,AZUCAR FLOR IANSA 1KG,"4.490,00"
DESPENSA,7801505231974,AF501974,AZUCAR FLOR IANSA 500G,"1.690,00"
DESPENSA,7801505002659,"AI1,2659","AZUCAR IANSA 1,7K","2.590,00"
DESPENSA,7801505000228,AZIA400228,AZUCAR IANSA 400G,690
DESPENSA,7801505001706,AI901706,AZUCAR IANSA 900GR,"1.790,00"
DESPENSA,7801505000518,AL0518,AZUCAR LIGHT CON ENTEVIA IANZA 500G,"2.390,00"
DESPENSA,7801505000327,AL500327,AZUCAR LIGHT IANSA 500G,"2.090,00"
DESPENSA,7801505231950,AR501950,AZUCAR RUBIA IANSA 500G,"1.590,00"
FERRETERIA,1681688288356,BC4U8356,BAG CLIP 4U,"3.790,00"
Sin Tipo,4065432754217,BA14217,BALON ADIDAS STARLACER MINI 1U,"15.990,00"
Sin Tipo,4067905960262,BA10262,BALON ADIDAS WUCL LGE 1U,"19.990,00"
Sin Tipo,7790085026752,BV16752,BALON VOLEYBOL 1U,"11.990,00"
BEBES,7804945073111,BM273111,BALSAMO MANZANILLA BABYLAND 270ML,"1.790,00"
HIGIENE Y CUIDADO PERSONAL,7804923025071,BADE167804,BANDA FACIAL DEPILATORIA MILLEFIORI 16UN,"6.090,00"
HIGIENE Y CUIDADO,7506460101279,BD121279,BANDAS DEPILATORIAS CORPORAL VEET 12U,"9.990,00"
HIGIENE Y CUIDADO PERSONAL,7798339190402,BD200402,BANDAS DEPILATORIAS VEET 20U,"7.090,00"
DESPENSA,729208177191,BD307191,BANDEJA DE 30 HUEVOS GALLINA LIBRE XG 30U,"11.990,00"
DULCES Y CHOCOLATE,7802200852013,BADEHURECHDELE2013,BANDEJA DE HUEVITOS RELLENOS CHOCOLATE DE LECHE,"3.290,00"
DESPENSA,77722010229601,BD129601,BANDEJA DE HUEVO 12U,"5.990,00"
DESPENSA,col ext,BH6U6123,BANDEJA HUEVOS 6U,"3.490,00"
GALLETAS,7802215505027,BO855027,BARQUILLO OBSESION CHOCOLATE 85G,"1.790,00"
GALLETAS,7802215514326,BO854326,BARQUILLO OBSESIÓN CHOCOLATE MENTA COSTA 85G,"1.790,00"
GALLETAS,7802215514333,BO854333,BARQUILLO OBSESION MANI 85G,"1.790,00"
POSTRES,7802730010402,BADU100402,BARQUILLOS DULCONO ROMA 10U 10U,"2.090,00"
SNACK,8445290840189,BC250189,BARRA CEREAL NATURE'S HEARTS SEA SALT 25GR,"1.390,00"
DESPENSA,7804000002216,BD152216,BARRA DE CEREAL EN LINEA CRAMBERRIES 15GR,490
DESPENSA,7804000001684,BD151684,BARRA DE CEREAL ENLINEA MANZANA 15GR,490
DESPENSA,8445290840325,BD250325,BARRA DE CEREAL NATURE´S CRAMBERRY 25GR,"1.390,00"
DESPENSA,7802000018213,BD108213,BARRA DE CEREAL QUEKER CHOCOLATE 108GR 6U,"2.790,00"
CANDYLAND,6105422,BD505422,BARRA DE CHOCOLATE CARAMILK  50G,"1.690,00"
DESPENSA,7804673910566,BD450566,BARRA DE PROTEINA BERRIES 45G,"1.590,00"
DESPENSA,7804673910863,BD450863,BARRA DE PROTEINA CAFE MOKKA 45G,"1.590,00"
SALUD,7804673910245,PRCA450245,BARRA DE PROTEINA CARAMELO WILD PROTEIN 45G,"1.590,00"
DESPENSA,7804673910023,BD450023,BARRA DE PROTEINA CHOCOLATE 45G,"1.590,00"
DESPENSA,7804673910184,BD450184,BARRA DE PROTEINA CHOCOLATE BITTER 45G,"1.590,00"
DESPENSA,7804673910191,BD450191,BARRA DE PROTEINA CHOCOLATE COCO 45G,"1.590,00"
DESPENSA,7804673910030,BD450030,BARRA DE PROTEINA CHOCOLATE MANI  45G,"1.590,00"
DESPENSA,7804673910870,BD450870,BARRA DE PROTEINA CHOCOLATE NARANJA 45G,"1.590,00"
SALUD,7802215301506,BAPR40,BARRA DE PROTEINA VIVO 40G,"1.200,00"
SALUD,7802215301742,BD401735,BARRA DE PROTEINA VIVO BERRIES 40G,"1.200,00"
SALUD,7802215301643,BP401643,BARRA DE PROTEINA VIVO CHOCOLATE 40G,"1.200,00"
SALUD,7802215301735,BP401735,BARRA DE PROTEINA VIVO COCO 40G,"1.200,00"
DESPENSA,793969065486,BF165486,BARRA FRUTOTOS PROTEIN BANANA 16G,"1.790,00"
DESPENSA,793969065493,BF165493,BARRA FRUTOTOS PROTEIN CHOCOLATE 16G,"1.790,00"
DESPENSA,793969065509,BF165509,BARRA FRUTOTOS PROTEIN COCONUT 16G,"1.790,00"
DESPENSA,793969065462,BF165462,BARRA FRUTOTOS PROTEIN COOKIES AND CREAM 16G,"1.790,00"
DESPENSA,793969065455,BF165455,BARRA FRUTOTOS PROTEIN FRUTOS DEL BOSQUE 16G,"1.790,00"
DESPENSA,793969065516,BF165516,BARRA FRUTOTOS PROTEIN MENTA 16G,"1.790,00"
DESPENSA,793969065523,BF165523,BARRA FRUTOTOS PROTEIN MOKA 16G,"1.790,00"
DESPENSA,793969065479,BF165479,BARRA FRUTOTOS PROTEIN NARANJA 16G,"1.790,00"
USAMARKET,096619215690,BK405690,BARRA KIRKLAND NUTS BARS 40GR,"1.990,00"
DESPENSA,7804681090045,BP500045,BARRA PROTEINA BULLFOODS CHOCOLATE AVELLANA 50G,"2.090,00"
DESPENSA,7804681090007,BP500007,BARRA PROTEINA BULLFOODS TOFFE & NUTS 50G,"2.090,00"
DESPENSA,7804681090014,BP500014,BARRA PROTEINA BULLFOODS VEGANA TOFFE & NUTS 50G,"2.090,00"
DULCES Y CHOCOLATES,8691707038704,BW588704,BARRA WINERGY 58G,"1.190,00"
DESPENSA,7802000018169,BC188169,BARRAS COLACION QUAKER CON TROZOS DE FRUTILLA 18G,590
DESPENSA,7804000001677,BD6U1677,BARRAS DE CEREAL EN LINEA CHOCOLATE S/A 6U,"3.190,00"
DESPENSA,7804000001691,BD6U1691,BARRAS DE CEREAL EN LINEA MANZANA S/A 6U,"3.190,00"
DESPENSA,7802000018206,BD108206,BARRAS DE CEREAL QUAKER FRUTILLA 108GR 6U,"2.790,00"
DESPENSA,7702103128164,BDC188164,BARRAS DE CEREAL ZUCARITA 18G,490
DESPENSA,8445290311382,BA411382,BASE AJO DE GALLINA MAGGI 41G,"1.290,00"
